NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;OEVP   ;SPOE   ;FPOE   ;NEOS   ;JETZT  ;GRUE   ;KPOE   ;WANDL  ;BIER   ;                                                                                                                                                                                                                 
AT1;AT13;AT130;91901;4;9;6;19;47;749;426;2;166;58;27;91;6;72;1;1;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;91901;4;9;6;19;48;626;338;2;76;115;56;22;10;49;4;3;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;91901;4;9;6;19;49;732;395;1;134;71;50;54;13;61;3;3;5;                                                                                                                                                                                                                 
AT1;AT13;AT130;91901;4;9;6;19;50;768;443;3;141;57;39;60;20;119;1;1;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;91901;4;9;6;19;51;731;353;1;103;86;50;31;4;66;6;4;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;91901;4;9;6;19;52;555;275;1;69;72;41;28;14;46;3;0;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;91901;4;9;6;19;53;635;367;1;118;82;31;45;10;76;1;0;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;91901;4;9;6;19;54;948;466;5;119;136;69;46;19;64;3;4;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;91901;4;9;6;19;55;619;330;3;93;80;37;43;12;54;3;3;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;91901;4;9;6;19;56;705;371;3;125;80;41;32;11;73;1;2;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;91901;4;9;6;19;57;421;315;1;159;94;21;26;3;10;0;1;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;91901;4;9;6;19;58;916;526;5;141;154;72;63;13;70;3;3;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;91901;4;9;6;19;59;949;509;4;101;172;111;31;19;60;2;4;5;                                                                                                                                                                                                                 
AT1;AT13;AT130;91901;4;9;6;19;60;834;479;3;201;92;37;62;17;66;0;0;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;91901;4;9;6;19;61;608;368;0;158;39;19;68;6;74;0;2;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;91901;4;9;6;19;62;798;435;2;171;41;50;89;12;66;1;1;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;91901;4;9;6;19;63;0;10679;63;3683;1968;724;1792;218;2099;59;37;36;                                                                                                                                                                                                                 
AT1;AT13;AT130;;4;9;6;96;1;0;2704;13;752;419;227;369;106;763;23;20;12;                                                                                                                                                                                                                 
AT1;AT13;AT130;;4;9;6;96;2;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;;4;9;6;96;3;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;1;622;311;1;83;88;45;20;13;55;3;1;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;2;749;370;3;90;119;63;26;9;54;2;1;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;3;1340;349;1;115;83;53;30;7;54;0;3;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;4;894;477;7;134;131;78;27;25;69;1;1;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;5;631;331;2;76;143;54;20;5;25;3;0;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;6;811;378;2;133;79;57;31;12;55;4;2;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;7;739;400;5;103;113;72;28;18;54;2;3;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;8;958;434;1;83;158;113;14;6;51;1;3;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;9;798;367;4;97;102;40;33;23;62;3;1;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;10;938;458;5;135;109;66;25;14;91;6;4;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;11;1051;547;4;128;175;132;35;16;49;3;3;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;12;975;462;7;125;122;95;35;12;58;4;2;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;13;847;408;6;107;142;100;12;13;24;0;3;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;14;933;521;8;165;120;79;43;14;83;3;4;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;15;886;461;5;132;136;79;35;15;52;2;2;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;16;630;386;2;105;87;70;39;6;75;0;2;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;17;939;496;6;138;107;95;37;14;88;3;0;8;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;18;854;507;5;119;115;77;58;13;104;5;4;7;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;19;1017;564;3;148;200;96;31;16;63;2;1;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;20;902;535;8;145;134;81;51;12;98;1;4;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;21;1000;530;5;143;119;86;50;19;101;2;4;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;22;689;332;1;99;86;68;20;7;46;1;2;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;23;727;380;8;89;132;53;26;6;62;2;0;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;24;727;373;3;87;108;58;29;17;64;2;2;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;25;792;481;3;74;106;65;40;26;154;2;9;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;26;789;440;3;107;136;67;35;14;71;2;4;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;27;842;447;7;113;119;74;39;21;61;8;2;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;28;681;311;5;84;92;62;14;5;38;3;3;5;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;29;527;227;3;38;88;62;7;9;9;3;2;6;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;30;603;273;5;50;100;74;8;9;17;6;1;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;31;885;465;4;157;164;73;26;9;26;1;2;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;32;807;391;3;89;127;64;23;13;61;3;2;6;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;33;667;314;4;62;128;65;9;5;28;5;1;7;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;34;570;241;4;35;103;66;7;7;14;2;0;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;35;672;324;10;59;126;83;9;16;13;3;4;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;36;1045;519;7;103;172;98;31;17;74;3;6;8;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;37;952;430;8;78;171;75;23;16;47;3;5;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;38;719;403;6;107;120;77;33;8;47;3;0;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;39;828;344;0;67;141;88;15;7;21;0;4;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;40;907;432;1;66;167;127;20;14;24;3;2;8;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;41;854;448;12;105;104;96;58;11;56;1;2;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;42;822;436;6;100;122;77;33;16;69;5;2;6;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;43;738;442;2;116;103;68;42;13;90;3;3;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;44;607;289;4;77;76;47;20;13;46;1;1;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;45;1306;623;8;132;241;116;23;15;76;6;4;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;46;776;391;9;102;114;85;23;11;37;4;2;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;47;977;524;9;128;167;124;25;13;49;5;0;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;48;1007;581;5;128;136;83;71;16;121;3;7;11;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;49;591;322;10;63;124;73;15;12;21;2;0;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;50;695;393;3;97;176;61;11;11;24;6;2;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;51;855;542;5;163;139;97;43;22;67;2;2;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;52;767;483;3;163;138;78;36;8;52;2;1;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;53;756;437;3;146;89;78;46;16;53;5;1;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;54;698;435;4;149;115;61;31;13;59;0;2;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;55;659;297;8;62;112;66;15;9;18;1;3;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;56;865;367;8;97;137;76;18;10;14;5;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;57;677;302;2;61;106;92;8;9;20;0;2;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;58;866;512;6;178;114;61;60;5;79;2;0;7;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;59;753;466;3;174;93;64;39;14;72;2;1;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;60;772;445;5;122;126;111;20;12;42;2;3;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;61;1109;667;13;181;155;120;68;18;99;3;6;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;62;847;469;7;111;122;83;49;12;68;3;5;9;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;63;844;467;11;104;144;120;30;3;47;4;3;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;64;806;415;7;115;132;102;17;5;27;1;3;6;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;65;955;533;5;160;154;91;34;17;63;3;2;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;66;795;427;3;126;99;98;29;14;51;3;0;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;67;740;439;9;99;132;76;35;16;60;2;1;9;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;68;966;570;4;146;171;84;45;22;84;3;4;7;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;69;741;414;4;122;110;102;24;10;36;2;0;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;70;993;535;7;151;175;85;27;7;73;5;2;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;71;682;358;3;88;162;70;8;1;19;3;0;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;72;956;442;4;109;138;95;30;8;48;2;3;5;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;73;783;360;4;55;174;82;13;9;19;1;1;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;74;697;313;7;51;164;69;4;1;13;2;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;75;664;313;3;41;174;60;4;4;23;2;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;76;786;389;6;97;123;92;12;7;38;7;2;5;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;77;983;506;7;89;206;143;15;9;27;2;4;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;78;1071;541;9;106;219;148;18;15;20;2;1;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;79;1060;574;2;149;235;128;9;14;30;4;0;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;80;921;443;0;94;188;116;11;7;23;3;0;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;81;888;478;3;104;201;111;13;14;25;3;2;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;82;885;446;3;100;193;92;13;11;26;2;1;5;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;83;971;465;7;99;195;106;14;5;30;1;2;6;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;84;954;547;7;98;173;102;32;34;92;3;1;5;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;85;841;466;7;122;172;96;22;9;33;3;2;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;86;952;489;5;125;154;101;25;13;56;3;4;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;87;953;551;6;141;240;106;16;11;22;4;3;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;88;676;412;4;93;129;83;32;14;48;1;3;5;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;89;895;521;5;126;195;106;36;8;39;1;1;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;90;782;435;4;126;123;104;20;8;37;1;3;9;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;91;1001;639;4;196;182;95;46;22;88;2;1;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;92;785;502;7;150;138;89;38;17;58;0;0;5;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;93;827;535;3;141;163;102;36;12;69;0;3;6;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;94;781;508;9;143;130;78;50;14;77;2;4;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;95;1293;589;7;151;161;115;54;22;66;1;4;8;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;96;895;487;9;90;162;75;38;12;90;1;5;5;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;97;1177;599;10;156;166;118;43;15;82;4;1;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;98;1244;701;9;206;163;107;49;30;124;4;0;9;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;99;447;260;4;71;79;59;13;6;21;3;0;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;100;955;520;3;188;107;99;45;14;52;5;0;7;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;101;746;372;1;101;93;119;26;5;23;0;2;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;102;753;378;3;84;116;115;14;19;21;1;1;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;103;642;343;3;83;89;134;12;3;11;5;1;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;104;990;422;11;98;141;109;16;13;23;3;1;7;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;105;877;335;7;59;127;101;4;11;22;2;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;106;956;422;4;73;154;129;13;13;28;4;0;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;107;884;412;6;102;136;107;12;5;27;7;4;6;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;108;1055;601;6;148;156;144;50;13;68;6;6;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;109;705;465;8;137;125;68;49;16;57;3;0;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;110;929;422;8;98;136;110;23;8;30;4;2;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;111;818;497;2;138;144;129;26;14;33;4;4;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;112;662;371;3;135;97;41;33;9;50;1;2;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;113;731;454;6;132;108;67;39;16;81;3;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;114;1063;466;7;96;148;171;8;9;19;3;4;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;115;1029;601;4;184;126;107;55;15;84;9;11;6;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;116;1230;657;3;169;149;120;52;32;118;3;3;8;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;117;812;513;6;174;94;84;55;12;83;2;1;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;118;921;608;4;190;125;102;52;28;93;7;3;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;119;766;513;6;220;89;53;55;5;78;5;0;2;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;120;844;495;11;133;108;125;39;14;56;1;1;7;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;121;902;518;5;146;132;135;36;16;40;1;3;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;122;728;427;9;93;103;122;40;11;39;2;3;5;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;123;756;463;8;107;107;90;39;12;92;4;0;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;124;946;470;6;100;142;61;47;10;95;1;3;5;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;125;533;316;4;112;54;65;27;9;38;2;1;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;126;1032;548;13;161;142;94;48;22;55;3;3;7;                                                                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;127;0;15869;97;4342;4614;2232;1474;362;2414;113;90;131;                                                                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;1;785;465;1;114;149;48;49;20;77;2;2;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;2;875;453;0;93;155;51;33;21;97;3;0;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;3;891;412;1;92;120;47;35;16;89;4;3;5;                                                                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;4;607;301;2;97;61;34;49;9;47;0;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;5;586;270;3;60;105;63;6;8;23;0;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;6;627;404;2;82;118;44;47;10;94;1;3;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;7;849;412;5;61;151;83;20;24;49;9;4;6;                                                                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;8;723;362;2;73;137;62;31;10;39;3;4;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;9;798;389;4;95;115;48;28;13;80;2;1;3;                                                                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;10;822;431;5;109;104;59;42;25;73;5;2;7;                                                                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;11;702;380;1;82;131;86;32;16;29;1;1;1;                                                                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;12;886;473;4;140;118;61;50;20;74;3;3;0;                                                                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;13;1079;613;8;158;148;98;53;32;97;8;4;7;                                                                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;14;830;437;3;139;96;61;48;18;64;4;0;4;                                                                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;15;492;318;1;84;95;42;25;7;57;4;1;2;                                                                                                                                                                                                                 
